compoundName	iupacName	cas	kegg	hmdb	pubchem	chebi	foodb	lipidmaps	molecularFormula	molecularWeight	afc_id	original_smiles	inchikey	Canonical_Smiles	contains_sugars	contains_ring_sugars	contains_linear_sugars	number_of_carbons	number_of_nitrogens	number_of_oxygens	number_of_rings	max_number_of_rings	min_number_of_rings	sugar_free_heavy_atom_number	sugar_free_total_atom_number	total_atom_number	bond_count	murko_framework	ertlFunctionalFragments	ertlFunctionalFragmentsPseudoSmiles	alogp	alogp2	amralogp	apol	bpol	eccentricConnectivityIndexDescriptor	fmfDescriptor	fsp3	fragmentComplexityDescriptor	numberSpiroAtoms	lipinskiRuleOf5Failures	xlogp	zagrebIndex	topoPSA	tpsaEfficiency
(E)-2-benzylidenesuccinyl-CoA			C09818	HMDB0012223	9543003	27639	FDB028867		C32H44N7O19P3S	955.7159278216584	AFC001126	CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)C(=CC4=CC=CC=C4)CC(=O)O)O	CIZCKPNGZPENDV-UHFFFAOYSA-N	C([H])([H])([H])C(C([H])([H])[H])(C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])C1([H])C([H])(C([H])(C([H])(N2C([H])=NC3=C2N=C([H])N=C3N([H])[H])O1)O[H])OP(=O)(O[H])O[H])C([H])(C(=O)N([H])C([H])([H])C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])SC(=O)C(=C([H])C4=C([H])C([H])=C([H])C([H])=C4[H])C([H])([H])C(=O)O[H])O[H]	0	false	false	32	7	19	null	5	4	null	null	null	65	n1cnc2c(ncn2C3OC(COPOPOCCCCNCCCNCCSCC=Cc4ccccc4)CC3)c1	{[H]O[C]=2, *SC(=O)[C]=[C]=1, *OP(=O)(O[H])O[H]=1, [H]N([H])[c]=1, *OP(=O)(OP(=O)(O*)O[H])O[H]=1, *n(*)*=4, *O*=1, *C(=O)O[H]=1, *C(=O)N(*)*=2}	{[H]O[C]=2, RN*(R)R=4, RC(=O)O[H]=1, ROP(=O)(O[H])O[H]=1, ROP(=O)(OP(=O)(OR)O[H])O[H]=1, RC(=O)N(R)R=2, ROR=1, RSC(=O)[C]=[C]=1, [H]N([H])[C*]=1}	-4.1503000000000005	17.224990090000006	218.2698	122.38689200000002	95.7071080000001	3269	0.3867924528301887	0.46875	8099.3	0	4	-5.674999999999997	320.0	452.38	0.4736157196931665
(S)-3-hydroxybutanoyl-CoA			C01144		9543037	15453	FDB030161	LMFA07050153	C25H42N7O18P3S	853.6254901089216	AFC001127	CC(CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O)O	QHHKKMYHDBRONY-UHFFFAOYSA-N	C([H])([H])([H])C([H])(C([H])([H])C(=O)SC([H])([H])C([H])([H])N([H])C(=O)C([H])([H])C([H])([H])N([H])C(=O)C([H])(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])C1([H])C([H])(C([H])(C([H])(N2C([H])=NC3=C2N=C([H])N=C3N([H])[H])O1)O[H])OP(=O)(O[H])O[H])O[H])O[H]	0	false	false	25	7	18	null	4	3	null	null	null	56	n1cnc2c(ncn2C3OCCC3)c1	{*SC(*)=O=1, *O*=1, [H]N([H])[c]=1, *C(=O)N(*)*=2, *n(*)*=4, *OP(=O)(OP(=O)(O*)O[H])O[H]=1, *OP(=O)(O[H])O[H]=1, [H]O[C]=3}	{ROR=1, RN*(R)R=4, ROP(=O)(OP(=O)(OR)O[H])O[H]=1, ROP(=O)(O[H])O[H]=1, [H]N([H])[C*]=1, RC(=O)N(R)R=2, [H]O[C]=3, RSC(R)=O=1}	-5.461699999999998	29.830166889999976	183.91129999999998	107.93130599999998	92.56269400000006	2511	0.14583333333333334	0.68	6742.29	0	4	-7.4399999999999995	278.0	435.3100000000001	0.5102373386240835
benzoyl-CoA		6756-74-7	C00512	HMDB0002252	9543169	15515	FDB022929		C28H40N7O17P3S	871.6424113640646	AFC001128	CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)C4=CC=CC=C4)O	VEVJTUNLALKRNO-UHFFFAOYSA-N	C([H])([H])([H])C(C([H])([H])[H])(C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])C1([H])C([H])(C([H])(C([H])(N2C([H])=NC3=C2N=C([H])N=C3N([H])[H])O1)O[H])OP(=O)(O[H])O[H])C([H])(C(=O)N([H])C([H])([H])C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])SC(=O)C4=C([H])C([H])=C([H])C([H])=C4[H])O[H]	0	false	false	28	7	17	null	5	4	null	null	null	59	n1cnc2c(ncn2C3OC(COPOPOCCCCNCCCNCCSCc4ccccc4)CC3)c1	{*SC(*)=O=1, *O*=1, [H]N([H])[c]=1, *C(=O)N(*)*=2, *n(*)*=4, *OP(=O)(OP(=O)(O*)O[H])O[H]=1, *OP(=O)(O[H])O[H]=1, [H]O[C]=2}	{ROR=1, RN*(R)R=4, ROP(=O)(OP(=O)(OR)O[H])O[H]=1, ROP(=O)(O[H])O[H]=1, [H]N([H])[C*]=1, RC(=O)N(R)R=2, [H]O[C]=2, RSC(R)=O=1}	-4.217500000000002	17.787306250000018	197.40279999999998	111.07571999999999	90.3762800000001	2753	0.40625	0.5	6721.28	0	4	-5.961999999999998	292.0	415.08	0.4764783176447572
3-oxo-3-phenylpropionyl-CoA			C07118		9543204	27388			C30H42N7O18P3S	913.6791695928615	AFC001129	CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)CC(=O)C4=CC=CC=C4)O	NHDPIYICCBKNNJ-UHFFFAOYSA-N	C([H])([H])([H])C(C([H])([H])[H])(C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])C1([H])C([H])(C([H])(C([H])(N2C([H])=NC3=C2N=C([H])N=C3N([H])[H])O1)O[H])OP(=O)(O[H])O[H])C([H])(C(=O)N([H])C([H])([H])C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])SC(=O)C([H])([H])C(=O)C4=C([H])C([H])=C([H])C([H])=C4[H])O[H]	0	false	false	30	7	18	null	5	4	null	null	null	62	n1cnc2c(ncn2C3OC(COPOPOCCCCNCCCNCCSCCCc4ccccc4)CC3)c1	{[H]O[C]=2, *C(*)=O=1, *OP(=O)(O[H])O[H]=1, [H]N([H])[c]=1, *OP(=O)(OP(=O)(O*)O[H])O[H]=1, *n(*)*=4, *O*=1, *SC(*)=O=1, *C(=O)N(*)*=2}	{RSC(R)=O=1, [H]O[C]=2, RN*(R)R=4, RC(R)=O=1, ROP(=O)(O[H])O[H]=1, ROP(=O)(OP(=O)(OR)O[H])O[H]=1, RC(=O)N(R)R=2, ROR=1, [H]N([H])[C*]=1}	-4.4464999999999995	19.771362249999996	207.298	116.731306	93.52069400000009	3096	0.40594059405940597	0.5	7394.29	0	4	-5.915999999999998	306.0	432.15	0.4732508996230083
(2Z)-2-(5-oxofuran-2-ylidene)acetate	(2Z)-2-(5-oxofuran-2-ylidene)acetate	73237-79-3	C04431	HMDB0060459	9543216	18371			[C6H3O4]-	139.08585735248295	AFC001130	C1=CC(=O)OC1=CC(=O)[O-]	AYFXPGXAZMFWNH-UHFFFAOYSA-M	C1([H])=C([H])C(=O)OC1=C([H])C(=O)[O-]	0	false	false	6	0	4	null	1	1	null	null	null	10	O1CC=CC1	{[H]OC(=O)[C]=C1[C]=[C]C(=O)O1=1}	{[H]OC(=O)[C]=C1[C]=[C]C(=O)O1=1}	-0.5199000000000003	0.27029601000000025	31.1981	15.768379	8.069621	91	0.38461538461538464	0.0	79.04	0	0	-0.43500000000000005	46.0	66.43	0.4779028953594012
4-oxobutanoate		692-29-5	C00232	HMDB0001259	9543238	57706	FDB022516		[C4H5O3]-	101.08086213898918	AFC001131	C(CC(=O)[O-])C=O	UIUJIQZEACWQSV-UHFFFAOYSA-M	C([H])([H])(C([H])([H])C(=O)[O-])C([H])=O	0	false	false	4	0	3	null	0	0	null	null	null	6	null	{*C(=O)O[H]=1, *[C]=O=1}	{R[C]=O=1, RC(=O)O[H]=1}	-1.0404000000000004	1.0824321600000009	20.3338	12.779965	8.340034999999999	47	0.0	0.5	79.03	0	0	-0.7770000000000001	24.0	57.199999999999996	0.566202824687658
4-carboxylatomethylenebut-2-en-4-olide				HMDB0060518	9543248	57263			[C6H3O4]-	139.08585735248295	AFC001132	C1=CC(=O)OC1=CC(=O)[O-]	AYFXPGXAZMFWNH-UHFFFAOYSA-M	C1([H])=C([H])C(=O)OC1=C([H])C(=O)[O-]	0	false	false	6	0	4	null	1	1	null	null	null	10	O1CC=CC1	{[H]OC(=O)[C]=C1[C]=[C]C(=O)O1=1}	{[H]OC(=O)[C]=C1[C]=[C]C(=O)O1=1}	-0.5199000000000003	0.27029601000000025	31.1981	15.768379	8.069621	91	0.38461538461538464	0.0	79.04	0	0	-0.43500000000000005	46.0	66.43	0.4779028953594012
3-hydroxyadipyl-CoA			C14145	HMDB0012475	9543337	71038	FDB030430	LMFA07050211	C27H44N7O20P3S	911.6616532652878	AFC001133	CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)CC(CCC(=O)O)O)O	OTEACGAEDCIMBS-UHFFFAOYSA-N	C([H])([H])([H])C(C([H])([H])[H])(C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])C1([H])C([H])(C([H])(C([H])(N2C([H])=NC3=C2N=C([H])N=C3N([H])[H])O1)O[H])OP(=O)(O[H])O[H])C([H])(C(=O)N([H])C([H])([H])C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])SC(=O)C([H])([H])C([H])(C([H])([H])C([H])([H])C(=O)O[H])O[H])O[H]	0	false	false	27	7	20	null	4	3	null	null	null	60	n1cnc2c(ncn2C3OCCC3)c1	{[H]O[C]=3, *OP(=O)(O[H])O[H]=1, [H]N([H])[c]=1, *OP(=O)(OP(=O)(O*)O[H])O[H]=1, *n(*)*=4, *O*=1, *SC(*)=O=1, *C(=O)O[H]=1, *C(=O)N(*)*=2}	{RSC(R)=O=1, [H]O[C]=3, RN*(R)R=4, RC(=O)O[H]=1, ROP(=O)(O[H])O[H]=1, ROP(=O)(OP(=O)(OR)O[H])O[H]=1, RC(=O)N(R)R=2, ROR=1, [H]N([H])[C*]=1}	-5.784999999999999	33.466224999999994	194.7019	114.388892	95.70710800000009	2976	0.13725490196078433	0.6666666666666666	7510.31	0	4	-7.965	296.0	472.61	0.5186919020638968
"(9Z,11E,14Z)-(13S)-hydroperoxyoctadeca-(9,11,14)-trienoate"			C04785		5280730	136803	FDB030137	LMFA02000114	[C18H29O4]-	309.42114771340914	AFC001134	CCCC=CC(C=CC=CCCCCCCCC(=O)[O-])OO	UKAYSZOBJMGOTG-UHFFFAOYSA-M	C([H])([H])([H])C([H])([H])C([H])([H])C([H])=C([H])C([H])(C([H])=C([H])C([H])=C([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C(=O)[O-])OO[H]	0	false	false	18	0	4	null	0	0	null	null	null	21	null	{[C]=[C]=1, *OO[H]=1, *C(=O)O[H]=1, [C]=[C][C]=[C]=1}	{[C]=[C]=1, RC(=O)O[H]=1, ROO[H]=1, [C]=[C][C]=[C]=1}	4.717999999999999	22.259523999999992	88.7191	54.224996999999966	33.61900299999999	577	0.0	0.6111111111111112	2038.04	0	1	4.944	86.0	69.59	0.2250598904070406
24-ethylidenelophenol		474-40-8	C11523	HMDB0033495	9548595	33203	FDB001304	LMST01040144	C30H50O	426.7185195224982	AFC001135	CC=C(CCC(C)C1CCC2C1(CCC3C2=CCC4C3(CCC(C4C)O)C)C)C(C)C	LPZCCMIISIBREI-UHFFFAOYSA-N	C([H])([H])([H])C([H])=C(C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C1([H])C([H])([H])C([H])([H])C2([H])C3=C([H])C([H])([H])C4([H])C([H])(C([H])([H])[H])C([H])(C([H])([H])C([H])([H])C4(C([H])([H])[H])C3([H])C([H])([H])C([H])([H])C12C([H])([H])[H])O[H])C([H])(C([H])([H])[H])C([H])([H])[H]	0	false	false	30	0	1	null	10	4	null	null	null	34	C1=C2C3CCCC3CCC2C4CCCCC4C1	{[C]=[C]=2, [H]O[C]=1}	{[C]=[C]=2, [H]O[C]=1}	8.153399999999998	66.47793155999996	135.08710000000002	86.94164999999991	54.66034999999999	752	0.20987654320987653	0.8666666666666667	6126.01	0	1	11.116000000000005	174.0	20.23	0.04744525409757778
N-(5-phosphonato-beta-D-ribosyl)anthranilate			C04302		9548600	18277			[C12H13NO9P]3-	346.2071697463517	AFC001136	C1=CC=C(C(=C1)C(=O)[O-])NC2C(C(C(O2)COP(=O)([O-])[O-])O)O	PMFMJXPRNJUYMB-UHFFFAOYSA-K	C1([H])=C([H])C(=C(C([H])=C1[H])N([H])C2([H])C([H])(C([H])(C([H])(C([H])([H])OP(=O)([O-])[O-])O2)O[H])O[H])C(=O)[O-]	0	false	false	12	1	9	null	2	2	null	null	null	24	O1CCCC1Nc2ccccc2	{*C(=O)O[H]=1, [H]O[C]=2, *OP(=O)(O[H])O[H]=1, *O[C]N(*)*=1}	{ROP(=O)(O[H])O[H]=1, RC(=O)O[H]=1, [H]O[C]=2, RO[C]N(R)R=1}	-3.597300000000001	12.940567290000008	70.71379999999999	41.736308999999984	30.97369099999999	409	0.3333333333333333	0.4166666666666667	863.11	0	0	-2.5630000000000006	118.0	184.08	0.5319727029425146
(R)-mandelonitrile		10020-96-9	C00561	HMDB0060486	9548674	18450			C8H7NO	133.1475805856899	AFC001137	C1=CC=C(C=C1)C(C#N)O	NNICRUQPODTGRU-UHFFFAOYSA-N	C1([H])=C([H])C([H])=C(C([H])=C1[H])C([H])(C#N)O[H]	0	false	false	8	1	1	null	1	1	null	null	null	10	c1ccccc1	{[H]O[C]=1, [C]#N=1}	{[H]O[C]=1, [C]#N=1}	0.7317999999999999	0.5355312399999999	41.8968	20.649550999999988	8.312448999999999	90	0.35294117647058826	0.125	199.02	0	0	-0.048999999999999766	44.0	44.019999999999996	0.33084619009953076
12-oxo-(Z)-9-dodecenoic acid			C16311		9548789	19143		LMFA01060167	C12H20O3	212.28586062067976	AFC001138	C(CCCC=CCC=O)CCCC(=O)O	KIHXTOVLSZRTHJ-UHFFFAOYSA-N	C([H])([H])(C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C(=O)O[H])C([H])([H])C([H])=C([H])C([H])([H])C([H])=O	0	false	false	12	0	3	null	0	0	null	null	null	14	null	{[C]=[C]=1, *C(=O)O[H]=1, *[C]=O=1}	{[C]=[C]=1, R[C]=O=1, RC(=O)O[H]=1}	2.8424000000000005	8.079237760000003	60.5362	36.86185999999997	23.780139999999992	279	0.0	0.6666666666666666	946.03	0	0	3.507	56.0	54.37	0.25629151053650956
5-phosphoribosyl-N-formylglycineamidine		37721-04-3			9552078	147287			C8H16N3O8P	313.2020499071797	AFC001139	C(C1C(C(C(O1)N=C(CNC=O)N)O)O)OP(=O)(O)O	PMCOGCVKOAOZQM-UHFFFAOYSA-N	C([H])([H])(C(=NC1([H])C([H])(C([H])(C([H])(C([H])([H])OP(=O)(O[H])O[H])O1)O[H])O[H])N([H])[H])N([H])C([H])=O	0	false	false	8	3	8	null	1	1	null	null	null	20	O1CCCC1	{*O*=1, *N(*)[C]=O=1, *N=[C]N(*)*=1, [H]O[C]=2, *OP(=O)(O[H])O[H]=1}	{ROR=1, RN=[C]N(R)R=1, ROP(=O)(O[H])O[H]=1, RN(R)[C]=O=1, [H]O[C]=2}	-3.8321999999999994	14.685756839999994	63.1428	38.09468799999998	32.039311999999995	355	0.1388888888888889	0.75	916.12	0	2	-4.3229999999999995	96.0	193.74	0.6188441767926516
4-O-beta-D-glucosyl-4-coumaric acid		14364-05-7	C04415	HMDB0039509	9840292	83032	FDB021351		C15H18O8	326.2992114412392	AFC001140	C1=CC(=CC=C1C=CC(=O)O)OC2C(C(C(C(O2)CO)O)O)O	LJFYQZQUAULRDF-UHFFFAOYSA-N	C1([H])=C(C([H])=C([H])C(=C1[H])OC2([H])C([H])(C([H])(C([H])(C([H])(C([H])([H])O[H])O2)O[H])O[H])O[H])C([H])=C([H])C(=O)O[H]	0	false	false	15	0	8	null	2	2	null	null	null	24	O(c1ccccc1)C2OCCCC2	{[H]OC(=O)[C]=[C]=1, [H]O[C]=4, *O[C]O*=1}	{[H]OC(=O)[C]=[C]=1, RO[C]OR=1, [H]O[C]=4}	-1.2182000000000006	1.4840112400000014	81.57920000000001	44.81827399999998	24.467726000000003	480	0.3170731707317073	0.4	1258.08	0	0	-0.5549999999999995	114.0	136.68	0.41913501925726837
sophoradiol		6822-47-5	C19733		9846221	62458			C30H50O2	442.7179244500676	AFC001141	CC1(CC2C3=CCC4C5(CCC(C(C5CCC4(C3(CCC2(C(C1)O)C)C)C)(C)C)O)C)C	ZEGUWBQDYDXBNS-UHFFFAOYSA-N	C([H])([H])([H])C1(C([H])([H])[H])C([H])([H])C2([H])C3=C([H])C([H])([H])C4([H])C5(C([H])([H])[H])C([H])([H])C([H])([H])C([H])(C(C([H])([H])[H])(C([H])([H])[H])C5([H])C([H])([H])C([H])([H])C4(C([H])([H])[H])C3(C([H])([H])[H])C([H])([H])C([H])([H])C2(C([H])([H])[H])C([H])(C1([H])[H])O[H])O[H]	0	false	false	30	0	2	null	14	5	null	null	null	36	C1=C2C3CCCCC3CCC2C4CCC5CCCCC5C4C1	{[C]=[C]=1, [H]O[C]=2}	{[C]=[C]=1, [H]O[C]=2}	6.2017999999999915	38.4623232399999	133.422	87.74364999999992	54.66034999999999	650	0.2682926829268293	0.9333333333333333	6404.02	0	1	9.039000000000001	200.0	40.46	0.09145960745693239
nicotianamine		34441-14-0	C05324		9882882	25520	FDB004236		C12H21N3O6	303.31212577832173	AFC001142	C1CN(C1C(=O)O)CCC(C(=O)O)NCCC(C(=O)O)N	KRGPXXHMOXVMMM-UHFFFAOYSA-N	C([H])([H])(C([H])([H])N([H])C([H])(C([H])([H])C([H])([H])N1C([H])([H])C([H])([H])C1([H])C(=O)O[H])C(=O)O[H])C([H])(C(=O)O[H])N([H])[H]	0	false	false	12	3	6	null	1	1	null	null	null	21	N1CCC1	{*N(*)[H]=1, *N(*)*=1, *C(=O)O[H]=3, [H]N([H])[C]=1}	{RC(=O)O[H]=3, RN(R)R=1, RN(R)[H]=1, [H]N([H])[C]=1}	-1.805699999999999	3.2605524899999963	71.0045	43.23465299999997	27.811346999999998	387	0.09523809523809523	0.75	1344.09	0	0	-3.9459999999999997	98.0	153.19000000000003	0.5053390054035278
cholest-5-en-3-one		601-54-7			9908107	63906		LMST01010248	C27H44O	384.63866730917954	AFC001143	CC(C)CCCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(=O)C4)C)C	GGCLNOIGPMGLDB-UHFFFAOYSA-N	C([H])([H])([H])C([H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C1([H])C([H])([H])C([H])([H])C2([H])C3([H])C([H])([H])C([H])=C4C([H])([H])C(=O)C([H])([H])C([H])([H])C4(C([H])([H])[H])C3([H])C([H])([H])C([H])([H])C12C([H])([H])[H]	0	false	false	27	0	1	null	10	4	null	null	null	31	C1=C2CCCCC2C3CCC4CCCC4C3C1	{[C]=[C]=1, *C(*)=O=1}	{[C]=[C]=1, RC(R)=O=1}	7.050199999999998	49.70532003999997	119.58839999999998	77.66089199999993	49.05910799999999	669	0.2361111111111111	0.8888888888888888	4869.01	0	1	10.298000000000004	158.0	17.07	0.044413890875908836
15-cis-phytoene		13920-14-4	C05421	HMDB0039093	9963391	27787	FDB030266	LMPR01070255	C40H64	544.9376441163696	AFC001144	CC(=CCCC(=CCCC(=CCCC(=CC=CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C)C)C)C)C	YVLPJIGOMTXXLP-UHFFFAOYSA-N	C([H])([H])([H])C(=C([H])C([H])([H])C([H])([H])C(=C([H])C([H])([H])C([H])([H])C(=C([H])C([H])([H])C([H])([H])C(=C([H])C([H])=C([H])C([H])=C(C([H])([H])[H])C([H])([H])C([H])([H])C([H])=C(C([H])([H])[H])C([H])([H])C([H])([H])C([H])=C(C([H])([H])[H])C([H])([H])C([H])([H])C([H])=C(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[H]	0	false	false	40	0	0	null	0	0	null	null	null	39	null	{[C]=[C]=6, [C]=[C][C]=[C][C]=[C]=1}	{[C]=[C]=6, [C]=[C][C]=[C][C]=[C]=1}	14.539799999999998	211.40578403999993	193.3396	113.07475199999989	69.96524800000002	1834	0.0	0.55	9049.0	0	3	14.754000000000008	170.0	0.0	0.0
glehlinoside C					10007781				C26H32O13	552.525501497315	AFC001145	COC1=C(C=CC(=C1)C=CC(=O)O)OC(CO)C(C2=CC(=C(C=C2)OC3C(C(C(C(O3)CO)O)O)O)OC)O	FRTMBNNIFRBDDL-UHFFFAOYSA-N	C([H])([H])([H])OC1=C([H])C(=C([H])C([H])=C1OC([H])(C([H])([H])O[H])C([H])(C2=C([H])C([H])=C(C(=C2[H])OC([H])([H])[H])OC3([H])C([H])(C([H])(C([H])(C([H])(C([H])([H])O[H])O3)O[H])O[H])O[H])O[H])C([H])=C([H])C(=O)O[H]	0	false	false	26	0	13	null	3	3	null	null	null	41	O(c1ccccc1)CCc2ccc(OC3OCCCC3)cc2	{[H]OC(=O)[C]=[C]=1, *O*=3, [H]O[C]=6, *O[C]O*=1}	{[H]OC(=O)[C]=[C]=1, ROR=3, RO[C]OR=1, [H]O[C]=6}	-2.6183000000000014	6.855494890000007	142.1859	77.52337599999994	45.520624	1239	0.30985915492957744	0.4230769230769231	3847.13	0	4	-1.133	196.0	204.82999999999998	0.3709449966385232
(S)-beta-bisabolene		495-61-4	C16775	HMDB0035992	10104370	49263	FDB015006	LMPR0103060013	C15H24	204.35161654363867	AFC001146	CC1=CCC(CC1)C(=C)CCC=C(C)C	XZRVRYFILCSYSP-UHFFFAOYSA-N	C([H])([H])([H])C(=C([H])C([H])([H])C([H])([H])C(=C([H])[H])C1([H])C([H])([H])C([H])=C(C([H])([H])[H])C([H])([H])C1([H])[H])C([H])([H])[H]	0	false	false	15	0	0	null	1	1	null	null	null	15	C1=CCCCC1	{[C]=[C]=3}	{[C]=[C]=3}	5.329299999999998	28.40143848999998	70.2829	42.403031999999975	26.236967999999994	225	0.15384615384615385	0.6	1311.0	0	1	5.551000000000001	68.0	0.0	0.0
L-gulopyranose		6027-89-0	C15923	HMDB0012326	10130220	37704	FDB028945		C6H12O6	180.15613399205375	AFC001147	C(C1C(C(C(C(O1)O)O)O)O)O	WQZGKKKJIJFFOK-UHFFFAOYSA-N	C([H])([H])(C1([H])C([H])(C([H])(C([H])(C([H])(O[H])O1)O[H])O[H])O[H])O[H]	0	false	false	6	0	6	null	1	1	null	null	null	12	O1CCCCC1	{[H]O[C]=4, *O[C]O[H]=1}	{RO[C]O[H]=1, [H]O[C]=4}	-2.5134000000000003	6.317179560000001	35.9234	23.37351599999998	15.034483999999996	108	0.25	1.0	444.06	0	0	-1.6970000000000007	58.0	110.38000000000001	0.6130063482769043
4-O-feruloyl-D-quinic acid				HMDB0240453	10177048	18013	FDB000248		C17H20O9	368.33596967003615	AFC001148	COC1=C(C=CC(=C1)C=CC(=O)OC2C(CC(CC2O)(C(=O)O)O)O)O	VTMFDSJJVNQXLT-UHFFFAOYSA-N	C([H])([H])([H])OC1=C([H])C(=C([H])C([H])=C1O[H])C([H])=C([H])C(=O)OC2([H])C([H])(C([H])([H])C(C([H])([H])C2([H])O[H])(C(=O)O[H])O[H])O[H]	0	false	false	17	0	9	null	2	2	null	null	null	27	O(CC=Cc1ccccc1)C2CCCCC2	{*O*=1, [H]O[c]=1, *C(=O)O[H]=1, [H]O[C]=3, *OC(=O)[C]=[C]=1}	{[H]O[C*]=1, ROR=1, ROC(=O)[C]=[C]=1, RC(=O)O[H]=1, [H]O[C]=3}	-1.4092000000000018	1.985844640000005	91.73560000000002	50.47385999999997	27.61214	587	0.34782608695652173	0.4117647058823529	1559.09	0	0	-1.5049999999999997	132.0	153.75	0.417673234009683
"(2S,4S)-2-methyl-2,4-dihydroxydihydrofuran-3-one"		406681-75-2			10240835				C5H8O4	132.1148252248239	AFC001149	CC1(C(=O)C(CO1)O)O	CCVJVKWZZMMBHB-UHFFFAOYSA-N	C([H])([H])([H])C1(C(=O)C([H])(C([H])([H])O1)O[H])O[H]	0	false	false	5	0	4	null	1	1	null	null	null	9	O1CCCC1	{[H]O[C]=1, *O[C](O[H])C(*)=O=1}	{[H]O[C]=1, RO[C](O[H])C(R)=O=1}	-1.3059999999999996	1.705635999999999	28.4037	17.342343999999997	11.619655999999997	54	0.29411764705882354	0.8	217.04	0	0	-0.978	46.0	66.76	0.5055957133653497
petivericin		16302-98-0			10244468				C14H14OS2	262.39304802223825	AFC001150	C1=CC=C(C=C1)CSS(=O)CC2=CC=CC=C2	VUJONJHZKSZFSA-UHFFFAOYSA-N	C1([H])=C([H])C([H])=C(C([H])=C1[H])C([H])([H])SS(=O)C([H])([H])C2=C([H])C([H])=C([H])C([H])=C2[H]	0	false	false	14	0	1	null	2	2	null	null	null	18	S(SCc1ccccc1)Cc2ccccc2	{*SS(*)=O=1}	{RSS(R)=O=1}	2.5082000000000018	6.291067240000009	85.85449999999999	40.57710199999999	19.682897999999994	309	0.5161290322580645	0.14285714285714285	752.03	0	0	1.1910000000000003	80.0	61.580000000000005	0.234994571003464
